index,locate,name,rating,classfications,address,hour,url
94,인천 차이나타운,All day in the kitchen,4.2,음식점,인천광역시 중구 신포동 신포로35번길 18, 11:30~ 9:00,"https://www.google.com/maps/place/All+day+in+the+kitchen/@37.4752681,126.6143287,16z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7J247LKc6rSR7Jet7IucIOykkeq1rCDrtoHshLHrj5kg7J247LKcIOywqOydtOuCmO2DgOyatA!3s0x357b789af07d8fd7:0x97f43442e51633c9!4m2!1d126.6173972!2d37.4755709!5m1!4e3!6e5!3m5!1s0x357b7891e5244c61:0x140be03017f32ed1!8m2!3d37.4725399!4d126.6248588!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VRd2NrMUxaMUIzRUFF"
95,남대문시장,라망 시크레,4.6,서양음식전문점,"67 Toegye-ro, Hoehyeondong 1(il)-ga 26F, 중구 서울특별시", 7:00~10:00,"https://www.google.com/maps/place/%EB%9D%BC%EB%A7%9D+%EC%8B%9C%ED%81%AC%EB%A0%88/@37.5598403,126.9784191,18z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrgqjrjIDrrLjsi5zsnqU06ri4IDIxIOuCqOuMgOusuOyLnOyepQ!3s0x357ca2f516e5887d:0xcd371b16a3ec2061!4m2!1d126.9776692!2d37.5591786!3m5!1s0x357ca32317339e55:0xb01739591b7f8ead!8m2!3d37.5598403!4d126.9795134!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESd2VzdGVybl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5wYm1WbWVraEJFQUU"
96,남대문시장,아드난 케밥,4.5,케밥 전문점,서울특별시 중구 회현동 46-14, 10:00~ 9:00,"https://www.google.com/maps/place/%EC%95%84%EB%93%9C%EB%82%9C+%EC%BC%80%EB%B0%A5/@37.5587873,126.9760062,17z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrgqjrjIDrrLjsi5zsnqU06ri4IDIxIOuCqOuMgOusuOyLnOyepQ!3s0x357ca2f516e5887d:0xcd371b16a3ec2061!4m2!1d126.9776692!2d37.5591786!5m1!4e3!6e5!3m5!1s0x357ca2f44daf0f8f:0x3eb2f838924863b!8m2!3d37.5590839!4d126.9783255!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKa2ViYWJfc2hvcJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOdE5HVTNNelJuUlJBQg"
97,남대문시장,회현식당,4.5,한식당,서울특별시 중구 회현동 퇴계로2길 9-8, 11:30~ 3:00,"https://www.google.com/maps/place/%ED%9A%8C%ED%98%84%EC%8B%9D%EB%8B%B9/@37.5587873,126.9760062,17z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrgqjrjIDrrLjsi5zsnqU06ri4IDIxIOuCqOuMgOusuOyLnOyepQ!3s0x357ca2f516e5887d:0xcd371b16a3ec2061!4m2!1d126.9776692!2d37.5591786!5m1!4e3!6e5!3m5!1s0x357ca3ee839b60a9:0xe319895683b9baa2!8m2!3d37.5569842!4d126.9776694!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgERa29yZWFuX3Jlc3RhdXJhbnQ"
98,남대문시장,가메골손왕만두 남대문본점,4.2,만두 전문점,서울특별시 중구 남대문시장4길 42, 8:00~ 8:00,"https://www.google.com/maps/place/%EA%B0%80%EB%A9%94%EA%B3%A8%EC%86%90%EC%99%95%EB%A7%8C%EB%91%90+%EB%82%A8%EB%8C%80%EB%AC%B8%EB%B3%B8%EC%A0%90/@37.5587873,126.9760062,17z/data=!4m18!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrgqjrjIDrrLjsi5zsnqU06ri4IDIxIOuCqOuMgOusuOyLnOyepQ!3s0x357ca2f516e5887d:0xcd371b16a3ec2061!4m2!1d126.9776692!2d37.5591786!5m1!4e3!6e5!3m4!1s0x0:0xe1af186bbb31dd3d!8m2!3d37.5583246!4d126.9771067"
99,남대문시장,막내회집 남대문본점,4.2,스시/초밥집,서울특별시 중구 남창동 50-48, 9:00~ 11:00,"https://www.google.com/maps/place/%EB%A7%89%EB%82%B4%ED%9A%8C%EC%A7%91+%EB%82%A8%EB%8C%80%EB%AC%B8%EB%B3%B8%EC%A0%90/@37.5586363,126.9766231,19z/data=!4m18!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrgqjrjIDrrLjsi5zsnqU06ri4IDIxIOuCqOuMgOusuOyLnOyepQ!3s0x357ca2f516e5887d:0xcd371b16a3ec2061!4m2!1d126.9776692!2d37.5591786!5m1!4e3!6e5!3m4!1s0x357ca2f53ced3aa1:0xab783296e9dab9f5!8m2!3d37.5593134!4d126.9766921"
100,감천문화마을,감천문화밀면,5.0,음식점,부산광역시 사하구 감천동 옥천로 121, 11:00~ 8:00,"https://www.google.com/maps/place/%EA%B0%90%EC%B2%9C%EB%AC%B8%ED%99%94%EB%B0%80%EB%A9%B4/@35.0977958,129.0097852,18z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z67aA7IKw6rSR7Jet7IucIOyCrO2VmOq1rCDqsJDrgrQx66GcIDIwMCDqsJDsspzrrLjtmZTrp4jsnYQ!3s0x3568e9b7a3113a51:0x977e01d7224cf6a3!4m2!1d129.0105924!2d35.0973904!3m5!1s0x3568e9cbd847ee95:0x99acb085f3b83fcb!8m2!3d35.0971289!4d129.0100241!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
101,감천문화마을,더플레이트 🇬🇧 The Plate 🍽,4.0,브런치 식당,부산광역시 사하구 감내2로 113, 10:00~ 7:30,"https://www.google.com/maps/place/%EB%8D%94%ED%94%8C%EB%A0%88%EC%9D%B4%ED%8A%B8+%F0%9F%87%AC%F0%9F%87%A7+The+Plate+%F0%9F%8D%BD/@35.0964703,129.0082724,18z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z67aA7IKw6rSR7Jet7IucIOyCrO2VmOq1rCDqsJDrgrQx66GcIDIwMCDqsJDsspzrrLjtmZTrp4jsnYQ!3s0x3568e9b7a3113a51:0x977e01d7224cf6a3!4m2!1d129.0105924!2d35.0973904!3m4!1s0x0:0x11caff3b3df103e1!8m2!3d35.0972644!4d129.0078306"
102,감천문화마을,GamCheon Moonlight Donuts,4.3,도넛 전문점,부산광역시 사하구 감천동 2-312, 10:00~ 6:00,"https://www.google.com/maps/place/GamCheon+Moonlight+Donuts/@35.0981871,129.009151,20z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z67aA7IKw6rSR7Jet7IucIOyCrO2VmOq1rCDqsJDrgrQx66GcIDIwMCDqsJDsspzrrLjtmZTrp4jsnYQ!3s0x3568e9b7a3113a51:0x977e01d7224cf6a3!4m2!1d129.0105924!2d35.0973904!3m4!1s0x3568e97a34a31db7:0xabce4c7e756e2d8!8m2!3d35.0985352!4d129.0090401"
103,감천문화마을,부산 수제 어묵탕,4.2,음식점,부산광역시 사하구 감천동 옥천로 125, 10:00~ 9:00,"https://www.google.com/maps/place/%EB%B6%80%EC%82%B0+%EC%88%98%EC%A0%9C+%EC%96%B4%EB%AC%B5%ED%83%95/@35.097289,129.0103965,21z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z67aA7IKw6rSR7Jet7IucIOyCrO2VmOq1rCDqsJDrgrQx66GcIDIwMCDqsJDsspzrrLjtmZTrp4jsnYQ!3s0x3568e9b7a3113a51:0x977e01d7224cf6a3!4m2!1d129.0105924!2d35.0973904!3m4!1s0x3568e9b7a4f21ff7:0x1c36d1b42f6a3d17!8m2!3d35.0974244!4d129.0105669"
104,감천문화마을,엉클무's 피자 (엉클무스 피자),3.7,피자 전문점,부산광역시 사하구 감내2로 186-1, 10:00~ 7:00,"https://www.google.com/maps/place/%EC%97%89%ED%81%B4%EB%AC%B4's+%ED%94%BC%EC%9E%90+(%EC%97%89%ED%81%B4%EB%AC%B4%EC%8A%A4+%ED%94%BC%EC%9E%90)/@35.0976865,129.010095,20z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z67aA7IKw6rSR7Jet7IucIOyCrO2VmOq1rCDqsJDrgrQx66GcIDIwMCDqsJDsspzrrLjtmZTrp4jsnYQ!3s0x3568e9b7a3113a51:0x977e01d7224cf6a3!4m2!1d129.0105924!2d35.0973904!3m4!1s0x0:0x33760acd66da0ecd!8m2!3d35.0980516!4d129.0101726"
105,광장시장,우래옥,4.2,냉면 전문점,서울특별시 중구 주교동 창경궁로 62-29, 11:30~ 9:30,"https://www.google.com/maps/place/%EC%9A%B0%EB%9E%98%EC%98%A5/@37.568182,126.9986658,16z/data=!4m15!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgODgg6rSR7J6l7Iuc7J6l!3s0x357ca2ed7e74759b:0xd656a34831089f44!4m2!1d126.9993404!2d37.5701527!3m4!1s0x357ca31f957798f7:0x733d6d9929611f90!8m2!3d37.5681817!4d126.9987236"
106,광장시장,부촌육회,4.4,한식당,서울특별시 종로구 종로1.2.3.4가동 종로 200-12, 10:00~ 4:00,"https://www.google.com/maps/place/%EB%B6%80%EC%B4%8C%EC%9C%A1%ED%9A%8C/@37.5700316,126.9985746,18z/data=!4m15!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgODgg6rSR7J6l7Iuc7J6l!3s0x357ca2ed7e74759b:0xd656a34831089f44!4m2!1d126.9993404!2d37.5701527!3m4!1s0x357ca3600e4e1d41:0x32409120ee119812!8m2!3d37.5703442!4d126.9999108"
107,광장시장,육회자매집 본점1호점,4.1,한국식 소고기 전문 음식점,서울특별시 종로구 종로4가 177, 11:00~ 2:00,"https://www.google.com/maps/place/%EC%9C%A1%ED%9A%8C%EC%9E%90%EB%A7%A4%EC%A7%91+%EB%B3%B8%EC%A0%901%ED%98%B8%EC%A0%90/@37.5702782,126.9997253,19z/data=!4m15!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgODgg6rSR7J6l7Iuc7J6l!3s0x357ca2ed7e74759b:0xd656a34831089f44!4m2!1d126.9993404!2d37.5701527!3m4!1s0x0:0x88b721f7e22f04a9!8m2!3d37.5705358!4d126.9998698"
108,광장시장,성미양꼬치,4.5,중국 음식점,서울특별시 종로구 인의동 38, 11:00~ 9:00,"https://www.google.com/maps/place/%EC%84%B1%EB%AF%B8%EC%96%91%EA%BC%AC%EC%B9%98/@37.570393,126.9985746,18z/data=!4m15!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgODgg6rSR7J6l7Iuc7J6l!3s0x357ca2ed7e74759b:0xd656a34831089f44!4m2!1d126.9993404!2d37.5701527!3m4!1s0x357ca320d8504aa7:0xc90767857e0e1787!8m2!3d37.5717178!4d126.9996321"
109,광장시장,광장시장 먹자골목,4.1,푸드 코트,서울특별시 종로구 예지동 3-2, 9:00~ 11:00,"https://www.google.com/maps/place/%EA%B4%91%EC%9E%A5%EC%8B%9C%EC%9E%A5+%EB%A8%B9%EC%9E%90%EA%B3%A8%EB%AA%A9/@37.5703973,126.9993096,19z/data=!4m15!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgODgg6rSR7J6l7Iuc7J6l!3s0x357ca2ed7e74759b:0xd656a34831089f44!4m2!1d126.9993404!2d37.5701527!3m4!1s0x0:0x59da0b77231536ec!8m2!3d37.5701684!4d127.0002623"
110,창경궁,후스테이블,4.4,이탈리아 음식점,서울특별시 종로구 창덕궁1가길 8, 11:30~ 10:00,"https://www.google.com/maps/place/%ED%9B%84%EC%8A%A4%ED%85%8C%EC%9D%B4%EB%B8%94/@37.5785348,126.9890796,15z/data=!4m19!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgMTg1IOywveqyveq2gQ!3s0x357ca2d63cdfd837:0x4ae06b4de851f3cf!4m2!1d126.9948698!2d37.5787708!5m1!4e3!6e5!3m5!1s0x357ca2daef1f4481:0x68bf6677ea6a5944!8m2!3d37.5796583!4d126.9881056!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVIzTlVwZlNHcEJSUkFC"
111,창경궁,묘미(MYOMI),4.4,한식당,서울특별시 종로구 묘미 율곡로 83 5층, 12:00~ 3:00,"https://www.google.com/maps/place/%EB%AC%98%EB%AF%B8(MYOMI)/@37.5785348,126.9890796,15z/data=!4m19!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgMTg1IOywveqyveq2gQ!3s0x357ca2d63cdfd837:0x4ae06b4de851f3cf!4m2!1d126.9948698!2d37.5787708!5m1!4e3!6e5!3m5!1s0x357ca35cbbba0e8f:0xa16e33957ea5b472!8m2!3d37.5777601!4d126.9884573!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgERa29yZWFuX3Jlc3RhdXJhbnQ"
112,창경궁,페르시안궁전 رستوران ایرانی,4.6,페르시아 레스토랑,서울특별시 종로구 명륜2가 성균관로6길 9, 10:30~ 9:30,"https://www.google.com/maps/place/%ED%8E%98%EB%A5%B4%EC%8B%9C%EC%95%88%EA%B6%81%EC%A0%84+%D8%B1%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%86+%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%DB%8C%E2%80%AD/@37.5785348,126.9890796,15z/data=!4m19!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgMTg1IOywveqyveq2gQ!3s0x357ca2d63cdfd837:0x4ae06b4de851f3cf!4m2!1d126.9948698!2d37.5787708!5m1!4e3!6e5!3m5!1s0x357ca32a86e53689:0xe6b0497708c189de!8m2!3d37.584887!4d126.997508!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEScGVyc2lhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJUT0haSE9UZDNSUkFC"
113,창경궁,한식공간,4.2,한식당,서울특별시 종로구 원서동 율곡로 83 공간사옥 4층, 12:00~ 11:00,"https://www.google.com/maps/place/%ED%95%9C%EC%8B%9D%EA%B3%B5%EA%B0%84/@37.5785348,126.9890796,15z/data=!4m19!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgMTg1IOywveqyveq2gQ!3s0x357ca2d63cdfd837:0x4ae06b4de851f3cf!4m2!1d126.9948698!2d37.5787708!5m1!4e3!6e5!3m5!1s0x357ca2db0d3375c9:0x7f78b7b1807891c5!8m2!3d37.5776354!4d126.9885643!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgERa29yZWFuX3Jlc3RhdXJhbnQ"
114,창경궁,로씨니,4.3,이탈리아 음식점,서울특별시 종로구 재동 55, 12:00~3:00,"https://www.google.com/maps/place/%EB%A1%9C%EC%94%A8%EB%8B%88/@37.5785348,126.9890796,15z/data=!4m19!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgMTg1IOywveqyveq2gQ!3s0x357ca2d63cdfd837:0x4ae06b4de851f3cf!4m2!1d126.9948698!2d37.5787708!5m1!4e3!6e5!3m5!1s0x357ca2c4b725b747:0xc7b9ee829e9e0ea8!8m2!3d37.5783477!4d126.9858106!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJKYzA1SE5sOW5SUkFC"
115,여의도공원,제이레스토랑,4.4,스시/초밥집,서울특별시 영등포구 국회대로62길 15 지하1층 4호, 11:30~ 10:00,"https://www.google.com/maps/place/%EC%A0%9C%EC%9D%B4%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91/@37.5254153,126.9127609,15z/data=!4m19!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjqs7Xsm5DroZwgNjgg7Jes7J2Y64-E6rO17JuQ!3s0x357c9f227cb7d1c1:0x106cea0f2a17ac4e!4m2!1d126.9215157!2d37.5254157!5m1!4e3!6e5!3m5!1s0x357c9f9d11bd8719:0xf5b69a0873315736!8m2!3d37.5271044!4d126.9166399!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEQc3VzaGlfcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VONUxVNWhkV3hCUlJBQg"
116,여의도공원,리스토란테에오,4.6,이탈리아 음식점,서울특별시 영등포구 여의대로 108 리스토란테 에오 더현대 서울 6층, 11:30~ 3:00,"https://www.google.com/maps/place/%EB%A6%AC%EC%8A%A4%ED%86%A0%EB%9E%80%ED%85%8C%EC%97%90%EC%98%A4/@37.5254153,126.9127609,15z/data=!4m19!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjqs7Xsm5DroZwgNjgg7Jes7J2Y64-E6rO17JuQ!3s0x357c9f227cb7d1c1:0x106cea0f2a17ac4e!4m2!1d126.9215157!2d37.5254157!5m1!4e3!6e5!3m5!1s0x357ca47a2d7fdcb9:0x44e5c86d31673603!8m2!3d37.5263475!4d126.928083!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESaXRhbGlhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJOTkhGRFdVMUJFQUU"
117,여의도공원,그리츠 레스토랑,4.3,뷔페 식당,"16, 의사당대로 영등포구 서울특별시", 6:30~ 10:00,"https://www.google.com/maps/place/%EA%B7%B8%EB%A6%AC%EC%B8%A0+%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91/@37.5254153,126.9127609,15z/data=!4m19!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjqs7Xsm5DroZwgNjgg7Jes7J2Y64-E6rO17JuQ!3s0x357c9f227cb7d1c1:0x106cea0f2a17ac4e!4m2!1d126.9215157!2d37.5254157!5m1!4e3!6e5!3m5!1s0x357c9f23e905006f:0xe9341f1fa516a5a5!8m2!3d37.5274703!4d126.9173542!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgERYnVmZmV0X3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUk5kalJUZDJKbkVBRQ"
118,여의도공원,뉴욕뉴욕(켄싱턴호텔),4.4,서양음식전문점,서울특별시 영등포구 국회대로76길 16, 7:00~9:30,"https://www.google.com/maps/place/%EB%89%B4%EC%9A%95%EB%89%B4%EC%9A%95(%EC%BC%84%EC%8B%B1%ED%84%B4%ED%98%B8%ED%85%94)/@37.5254153,126.9127609,15z/data=!4m19!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjqs7Xsm5DroZwgNjgg7Jes7J2Y64-E6rO17JuQ!3s0x357c9f227cb7d1c1:0x106cea0f2a17ac4e!4m2!1d126.9215157!2d37.5254157!5m1!4e3!6e5!3m5!1s0x357c9f2535390e81:0x2095154215263535!8m2!3d37.530234!4d126.921678!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESd2VzdGVybl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJOYVhCTE1EaG5SUkFC"
119,여의도공원,갓포아키,4.4,음식점,서울특별시 영등포구 의사당대로 16 14층, 5:30~ 1:00,"https://www.google.com/maps/place/%EA%B0%93%ED%8F%AC%EC%95%84%ED%82%A4/@37.5254147,126.9127609,15z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjqs7Xsm5DroZwgNjgg7Jes7J2Y64-E6rO17JuQ!3s0x357c9f227cb7d1c1:0x106cea0f2a17ac4e!4m2!1d126.9215157!2d37.5254157!3m5!1s0x357c9f3b4b002a19:0xbe2661712ef41712!8m2!3d37.5274586!4d126.9173754!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
120,충무아트센터,동대문 마라탕&훠궈,4.4,핫팟 레스토랑,신당동 110-2번지 1층 중구 서울특별시 KR, 11:00~ 10:00,"https://www.google.com/maps/place/%EB%8F%99%EB%8C%80%EB%AC%B8+%EB%A7%88%EB%9D%BC%ED%83%95%26%ED%9B%A0%EA%B6%88/@37.5653335,127.0166328,19z/data=!4m19!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDth7Tqs4TroZwg7Lap66y07JWE7Yq47IS87YSw!3s0x357ca33ee939aa3d:0x89bed05fbc588c8b!4m2!1d127.014653!2d37.5660165!5m1!4e3!6e5!3m5!1s0x357ca3c49b892ca7:0x22b2f8251df04094!8m2!3d37.5653335!4d127.01718!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESaG90X3BvdF9yZXN0YXVyYW50"
121,충무아트센터,은화계,4.2,숯불구이/바베큐전문점,서울특별시 중구 퇴계로 374, 5:00~8:50,"https://www.google.com/maps/place/%EC%9D%80%ED%99%94%EA%B3%84/@37.5648464,127.0129497,19z/data=!4m18!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDth7Tqs4TroZwg7Lap66y07JWE7Yq47IS87YSw!3s0x357ca33ee939aa3d:0x89bed05fbc588c8b!4m2!1d127.014653!2d37.5660165!5m1!4e3!6e5!3m4!1s0x357ca3db22bd51a7:0xcd8ca93f9b279a1e!8m2!3d37.5647519!4d127.0131976"
122,충무아트센터,태태삼겹,5.0,숯불구이/바베큐전문점,서울특별시 중구 신당동 247-14, 10:00~ 10:00,"https://www.google.com/maps/place/%ED%83%9C%ED%83%9C%EC%82%BC%EA%B2%B9/@37.564921,127.0143774,20z/data=!4m18!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDth7Tqs4TroZwg7Lap66y07JWE7Yq47IS87YSw!3s0x357ca33ee939aa3d:0x89bed05fbc588c8b!4m2!1d127.014653!2d37.5660165!5m1!4e3!6e5!3m4!1s0x357ca3c3d197bee7:0xab20634e2fc58d17!8m2!3d37.5649256!4d127.0144041"
123,충무아트센터,계류관,4.1,닭요리전문점,"서울특별시 중구 퇴계로87길 15-17 102호, 103호", 2:00~9:00,"https://www.google.com/maps/place/%EA%B3%84%EB%A5%98%EA%B4%80/@37.5650887,127.0149882,17z/data=!4m18!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDth7Tqs4TroZwg7Lap66y07JWE7Yq47IS87YSw!3s0x357ca33ee939aa3d:0x89bed05fbc588c8b!4m2!1d127.014653!2d37.5660165!5m1!4e3!6e5!3m4!1s0x357ca3a412cefde7:0x93477685c6dbac51!8m2!3d37.5660469!4d127.0201883"
124,충무아트센터,차이나문,4.0,중국 음식점,서울특별시 중구 신당동 247-5, 8:00~11:45,"https://www.google.com/maps/place/%EC%B0%A8%EC%9D%B4%EB%82%98%EB%AC%B8/@37.5649846,127.0137893,20z/data=!4m18!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDth7Tqs4TroZwg7Lap66y07JWE7Yq47IS87YSw!3s0x357ca33ee939aa3d:0x89bed05fbc588c8b!4m2!1d127.014653!2d37.5660165!5m1!4e3!6e5!3m4!1s0x357ca33ed25baf5f:0x3bee87111af5d2cb!8m2!3d37.5648403!4d127.0141131"
125,석촌호수공원,러반로제레스토랑 석촌호수점,4.5,음식점,서울특별시 송파구 송파동 32-7, 10:30~ 3:00,"https://www.google.com/maps/place/%EB%9F%AC%EB%B0%98%EB%A1%9C%EC%A0%9C%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91+%EC%84%9D%EC%B4%8C%ED%98%B8%EC%88%98%EC%A0%90/@37.509743,127.1008297,17z/data=!4m19!1m12!2m11!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyGoe2MjOq1rCDsnqDsi6Trj5kgNDcg7ISd7LSM7Zi47IiY6rO17JuQ!3s0x357ca5a160d93813:0xbed35a5a8203b9cc!4m2!1d127.1030184!2d37.5097431!5m1!4e9!6e5!3m5!1s0x357ca517b4069dfd:0xae871d1f2b75ad90!8m2!3d37.5101887!4d127.1062089!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOdE9IVXRkbHBSRUFF"
