index,locate,name,rating,classfications,address,hour,url
541,쇠소깍,유달,4.2,중국 음식점,제주특별자치도 서귀포시 하효동 314, 11:00~ 8:00,"https://www.google.com/maps/place/%EC%9C%A0%EB%8B%AC/@33.2525436,126.6146907,15z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDsh6DshozquY3roZwgMTM4IOyHoOyGjOq5jQ!3s0x350dab5b2cdc880d:0xbcb796ef4d7df1f9!4m2!1d126.6235206!2d33.2525446!5m1!4e3!6e5!3m5!1s0x350dab47e4b3a299:0xb89bb2c61504a57f!8m2!3d33.2622222!4d126.6205556!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgESY2hpbmVzZV9yZXN0YXVyYW50"
542,쇠소깍,미미파스타,4.8,음식점,제주특별자치도 서귀포시 남원읍 하례리 158-2, 11:00~ 8:00,"https://www.google.com/maps/place/%EB%AF%B8%EB%AF%B8%ED%8C%8C%EC%8A%A4%ED%83%80/@33.2525436,126.6146907,15z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDsh6DshozquY3roZwgMTM4IOyHoOyGjOq5jQ!3s0x350dab5b2cdc880d:0xbcb796ef4d7df1f9!4m2!1d126.6235206!2d33.2525446!5m1!4e3!6e5!3m5!1s0x350dab54821862d7:0x434c4098a270e026!8m2!3d33.2587253!4d126.6247637!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
543,경복궁,더 레스토랑 | The Restaurant,4.2,고급 프렌치 레스토랑,서울특별시 종로구 소격동 삼청로 54, 12:00~3:00,"https://www.google.com/maps/place/%EB%8D%94+%EB%A0%88%EC%8A%A4%ED%86%A0%EB%9E%91+%7C+The+Restaurant/@37.5756047,126.9720966,16z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDsgqzsp4HroZwgMTYxIOqyveuzteq2gQ!3s0x357ca2c74aeddea1:0x8b3046532cc715f6!4m2!1d126.977041!2d37.579617!3m5!1s0x357ca2c69909d21b:0x870598f1c0b7d37d!8m2!3d37.5808101!4d126.9803885!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgEXaGF1dGVfZnJlbmNoX3Jlc3RhdXJhbnSaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkhlSEZ1T0dWUkVBRQ"
544,경복궁,디미,4.2,이탈리아 음식점,서울특별시 종로구 사직동 효자로 37, 12:00~11:00,"https://www.google.com/maps/place/%EB%94%94%EB%AF%B8/@37.5756047,126.9720966,16z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDsgqzsp4HroZwgMTYxIOqyveuzteq2gQ!3s0x357ca2c74aeddea1:0x8b3046532cc715f6!4m2!1d126.977041!2d37.579617!3m5!1s0x357ca2bfa5eef805:0x8f91b2f9c1db3f33!8m2!3d37.5792425!4d126.9736558!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5qY3pWUWRUaEJSUkFC"
545,경복궁,두가헌,4.4,이탈리아 음식점,서울특별시 종로구 삼청로 14,,"https://www.google.com/maps/place/%EB%91%90%EA%B0%80%ED%97%8C/@37.5756047,126.9720966,16z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDsgqzsp4HroZwgMTYxIOqyveuzteq2gQ!3s0x357ca2c74aeddea1:0x8b3046532cc715f6!4m2!1d126.977041!2d37.579617!3m5!1s0x357ca2c19d5b3b47:0x8d4c3e9b42e477cd!8m2!3d37.5770902!4d126.9802848!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU4zY3kxTVkzWjNSUkFC"
546,경복궁,메밀꽃필무렵,4.3,국수 전문점,서울특별시 종로구 통의동 효자로 31-1, 12:00~2:00,"https://www.google.com/maps/place/%EB%A9%94%EB%B0%80%EA%BD%83%ED%95%84%EB%AC%B4%EB%A0%B5/@37.5774914,126.973365,17.46z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDsgqzsp4HroZwgMTYxIOqyveuzteq2gQ!3s0x357ca2c74aeddea1:0x8b3046532cc715f6!4m2!1d126.977041!2d37.579617!5m1!4e3!6e5!3m5!1s0x357ca2bfbaf15be3:0xc893706345dbaec8!8m2!3d37.5788633!4d126.9736867!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgELbm9vZGxlX3Nob3CaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTlJNV0pJYUVsUkVBRQ"
547,경복궁,스미스가 좋아하는 한옥,4.1,이탈리아 음식점,서울특별시 종로구 삼청로 22-7, 11:30~ 3:00,"https://www.google.com/maps/place/%EC%8A%A4%EB%AF%B8%EC%8A%A4%EA%B0%80+%EC%A2%8B%EC%95%84%ED%95%98%EB%8A%94+%ED%95%9C%EC%98%A5/@37.5764889,126.9754226,16z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDsgqzsp4HroZwgMTYxIOqyveuzteq2gQ!3s0x357ca2c74aeddea1:0x8b3046532cc715f6!4m2!1d126.977041!2d37.579617!5m1!4e3!6e5!3m5!1s0x357ca2c16e4f0de9:0x95925f5993d174d7!8m2!3d37.5778614!4d126.9800031!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU56T0hWNVNYZEJSUkFC"
548,정방폭포,센트로,4.5,이탈리아 음식점,제주특별자치도 서귀포시 정방동 172-4, 10:00~ 3:00,"https://www.google.com/maps/place/%EC%84%BC%ED%8A%B8%EB%A1%9C/@33.2448518,126.5630163,15z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDsuaDsi63rpqzroZwyMTTrsojquLggMzcg7KCV67Cp7Y-t7Y-s!3s0x350c5373f9c8a7f1:0xa0f04e20cf99b30b!4m2!1d126.5718032!2d33.2448521!3m5!1s0x350c53766d5b29e5:0xdc4edad61f8363cc!8m2!3d33.2466372!4d126.5676448!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJOYmt3elpsOUJSUkFC"
549,정방폭포,Halal Restaurant Yatri Indian Cuisine in Jeju / 야뜨리 인도요리전문점 / مطعم هندي حلال,4.3,인도 레스토랑,"제주특별자치도 서귀포시 특별자치도, 서귀동 10-2 KR", 11:30~ 2:00,"https://www.google.com/maps/place/Halal+Restaurant+Yatri+Indian+Cuisine+in+Jeju+%2F+%EC%95%BC%EB%9C%A8%EB%A6%AC+%EC%9D%B8%EB%8F%84%EC%9A%94%EB%A6%AC%EC%A0%84%EB%AC%B8%EC%A0%90+%2F+%D9%85%D8%B7%D8%B9%D9%85+%D9%87%D9%86%D8%AF%D9%8A+%D8%AD%D9%84%D8%A7%D9%84%E2%80%AD/@33.2448518,126.5630163,15z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDsuaDsi63rpqzroZwyMTTrsojquLggMzcg7KCV67Cp7Y-t7Y-s!3s0x350c5373f9c8a7f1:0xa0f04e20cf99b30b!4m2!1d126.5718032!2d33.2448521!3m5!1s0x350c53ec1ea6d3bd:0xb0548978730fc07a!8m2!3d33.2421266!4d126.5666118!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgERaW5kaWFuX3Jlc3RhdXJhbnQ"
550,정방폭포,몬스테라자구리점,4.4,음식점,"제주특별자치도 서귀포시 특별자치도, 서귀동 65-12번지 KR", 11:00~ 3:00,"https://www.google.com/maps/place/%EB%AA%AC%EC%8A%A4%ED%85%8C%EB%9D%BC%EC%9E%90%EA%B5%AC%EB%A6%AC%EC%A0%90/@33.2450829,126.5640316,16.17z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDsuaDsi63rpqzroZwyMTTrsojquLggMzcg7KCV67Cp7Y-t7Y-s!3s0x350c5373f9c8a7f1:0xa0f04e20cf99b30b!4m2!1d126.5718032!2d33.2448521!5m1!4e3!6e5!3m5!1s0x350c53757427eabd:0x6ab825cf2c126524!8m2!3d33.2443367!4d126.5672087!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSRE5FcHFhakpSUlJBQg"
551,정방폭포,비포크비스트로,4.5,음식점,제주특별자치도 서귀포시 태평로 417-1, 10:00~ 8:00,"https://www.google.com/maps/place/%EB%B9%84%ED%8F%AC%ED%81%AC%EB%B9%84%EC%8A%A4%ED%8A%B8%EB%A1%9C/@33.2439506,126.5633641,16.46z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDsuaDsi63rpqzroZwyMTTrsojquLggMzcg7KCV67Cp7Y-t7Y-s!3s0x350c5373f9c8a7f1:0xa0f04e20cf99b30b!4m2!1d126.5718032!2d33.2448521!5m1!4e3!6e5!3m5!1s0x350c53a1bfe5b8f3:0xf3494375715918ef!8m2!3d33.2450902!4d126.5648704!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
552,정방폭포,서양국수공방 Pasta Studio Jeju,4.7,이탈리아 음식점,"제주특별자치도 서귀포시 특별자치도, 서귀동 510",,"https://www.google.com/maps/place/%EC%84%9C%EC%96%91%EA%B5%AD%EC%88%98%EA%B3%B5%EB%B0%A9+Pasta+Studio+Jeju/@33.2435542,126.5645943,16.46z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDsuaDsi63rpqzroZwyMTTrsojquLggMzcg7KCV67Cp7Y-t7Y-s!3s0x350c5373f9c8a7f1:0xa0f04e20cf99b30b!4m2!1d126.5718032!2d33.2448521!5m1!4e3!6e5!3m5!1s0x350c53e7cf026e6d:0xf90535d0f83bdd3c!8m2!3d33.2457674!4d126.5640248!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgESaXRhbGlhbl9yZXN0YXVyYW50"
553,안동 하회마을,안동하회마을식당 이화식당,4.4,음식점,경상북도 안동시 풍천면 전서로 214-6 KR 14동 안동하회마을 입구 하회장터 내 정자 앞에 이화식당 있습니다, 9:00~ 7:00,"https://www.google.com/maps/place/%EC%95%88%EB%8F%99%ED%95%98%ED%9A%8C%EB%A7%88%EC%9D%84%EC%8B%9D%EB%8B%B9+%EC%9D%B4%ED%99%94%EC%8B%9D%EB%8B%B9/@36.54915,128.5268364,18.25z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK97IOB67aB64-EIOyViOuPmeyLnCDtko3sspzrqbQg7KCE7ISc66GcIDE4NiDslYjrj5kg7ZWY7ZqM66eI7J2E!3s0x356422fee54b49ef:0xf09ce813c603eea2!4m2!1d128.52829!2d36.5506736!5m1!4e3!6e5!3m5!1s0x356423344449645b:0x17892010cf55c0f6!8m2!3d36.5492624!4d128.527314!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
554,안동 하회마을,하회길목에식당,4.0,음식점,경상북도 안동시 전서로 214-6 KR, 9:00~ 7:30,"https://www.google.com/maps/place/%ED%95%98%ED%9A%8C%EA%B8%B8%EB%AA%A9%EC%97%90%EC%8B%9D%EB%8B%B9/@36.549581,128.5273286,19.83z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK97IOB67aB64-EIOyViOuPmeyLnCDtko3sspzrqbQg7KCE7ISc66GcIDE4NiDslYjrj5kg7ZWY7ZqM66eI7J2E!3s0x356422fee54b49ef:0xf09ce813c603eea2!4m2!1d128.52829!2d36.5506736!5m1!4e3!6e5!3m5!1s0x35642258bec2bd9f:0x7a507647c55bd3dd!8m2!3d36.5498399!4d128.5279148!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMk15MTFiRzVuUlJBQg"
555,안동 하회마을,안동참굳한우,4.1,음식점,경상북도 안동시 풍천면 중리시장길 2, 10:00~ 8:30,"https://www.google.com/maps/place/%EC%95%88%EB%8F%99%EC%B0%B8%EA%B5%B3%ED%95%9C%EC%9A%B0/@36.554214,128.5016065,14.17z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK97IOB67aB64-EIOyViOuPmeyLnCDtko3sspzrqbQg7KCE7ISc66GcIDE4NiDslYjrj5kg7ZWY7ZqM66eI7J2E!3s0x356422fee54b49ef:0xf09ce813c603eea2!4m2!1d128.52829!2d36.5506736!5m1!4e3!6e5!3m5!1s0x356422891a2510cb:0xd5e832c5b5409172!8m2!3d36.5635531!4d128.5234602!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
556,안동 하회마을,Hahoe Restaurant,4.5,한식당,경상북도 안동시 풍천면 전서로, 9:30~ 8:00,"https://www.google.com/maps/place/Hahoe+Restaurant/@36.5493736,128.5272038,18.62z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z6rK97IOB67aB64-EIOyViOuPmeyLnCDtko3sspzrqbQg7KCE7ISc66GcIDE4NiDslYjrj5kg7ZWY7ZqM66eI7J2E!3s0x356422fee54b49ef:0xf09ce813c603eea2!4m2!1d128.52829!2d36.5506736!5m1!4e3!6e5!3m5!1s0x35642339c085318f:0x2fafca7dd89e793f!8m2!3d36.5498634!4d128.5277063!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgERa29yZWFuX3Jlc3RhdXJhbnQ"
557,도담삼봉,삼정식당,4.4,음식점,충청북도 단양군 단양읍 상진2길 36, 10:00~ 9:00,"https://www.google.com/maps/place/%EC%82%BC%EC%A0%95%EC%8B%9D%EB%8B%B9/@37.0010533,128.3070926,13z/data=!4m6!3m5!1s0x3563f4f9865f0bd1:0x7113a3f2aebf3c5c!8m2!3d36.9790626!4d128.3537225!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
558,도담삼봉,별곡분식,4.4,간이음식점,충청북도 단양군 단양읍 별곡리 426, 11:00~ 4:00,"https://www.google.com/maps/place/%EB%B3%84%EA%B3%A1%EB%B6%84%EC%8B%9D/@36.9908874,128.3339375,14.17z/data=!4m6!3m5!1s0x3563f45d120f4255:0xc75010cd034190d1!8m2!3d36.9835463!4d128.36729!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEJc25hY2tfYmFy"
559,도담삼봉,마느리막국수,4.1,음식점,충청북도 단양군 단양읍 삼봉로 79, 10:30~ 9:00,"https://www.google.com/maps/place/%EB%A7%88%EB%8A%90%EB%A6%AC%EB%A7%89%EA%B5%AD%EC%88%98/@37.0010533,128.3070926,13z/data=!4m6!3m5!1s0x3563f5fee694cdb5:0x7c7453a6c651d2f2!8m2!3d36.9795937!4d128.3526905!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSeGEyRkxkRXBSRUFF"
560,도담삼봉,소백산묵촌,4.0,음식점,충청북도 단양군 단양읍 상진리 730, 10:30~ 8:00,"https://www.google.com/maps/place/%EC%86%8C%EB%B0%B1%EC%82%B0%EB%AC%B5%EC%B4%8C/@36.9760394,128.3478915,14z/data=!4m9!1m2!2m1!1z7J2M7Iud7KCQ!3m5!1s0x3563f4f9a8cd41d5:0x90aae45be08b62a4!8m2!3d36.9781949!4d128.3554649!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
561,도담삼봉,비스트로 리버,4.1,음식점,충청북도 단양군 단양읍 도전리 502, 10:00~ 10:00,"https://www.google.com/maps/place/%EB%B9%84%EC%8A%A4%ED%8A%B8%EB%A1%9C+%EB%A6%AC%EB%B2%84/@36.9760394,128.3478915,14z/data=!4m9!1m2!2m1!1z7J2M7Iud7KCQ!3m5!1s0x3563f44338c9382f:0xab9a476e4550d5!8m2!3d36.980494!4d128.3702948!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
562,하늘공원,Bistro ever 비스트로 에버,4.4,이탈리아 음식점,34-101 마포구 서울특별시 KR,,"https://www.google.com/maps/place/Bistro+ever+%EB%B9%84%EC%8A%A4%ED%8A%B8%EB%A1%9C+%EC%97%90%EB%B2%84/@37.567755,126.876895,15z/data=!4m16!1m9!2m8!1z66CI7Iqk7Yag656R!3m6!1z66CI7Iqk7Yag656R!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDsg4HslZTrj5kgNDgyIO2VmOuKmOqzteybkA!3s0x357b4552b993615f:0xa96d9d254b05ae18!4m2!1d126.8856819!2d37.5677554!3m5!1s0x357c99122edc6321:0x7fc8b9b88c456625!8m2!3d37.5763884!4d126.8945487!15sCgzroIjsiqTthqDrnpFaDiIM66CI7Iqk7Yag656RkgESaXRhbGlhbl9yZXN0YXVyYW50"
563,하늘공원,인칸토 키친 Ristorante italiano,4.0,이탈리아 음식점,서울특별시 마포구 월드컵북로 361, 11:30~ 10:00,"https://www.google.com/maps/place/%EC%9D%B8%EC%B9%B8%ED%86%A0+%ED%82%A4%EC%B9%9C+Ristorante+italiano/@37.5712149,126.8792694,15.29z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDsg4HslZTrj5kgNDgyIO2VmOuKmOqzteybkA!3s0x357b4552b993615f:0xa96d9d254b05ae18!4m2!1d126.8856819!2d37.5677554!5m1!4e3!6e5!3m5!1s0x357c99131ec84ee5:0x6f2a9b24ed747fc!8m2!3d37.5770598!4d126.8913944!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgESaXRhbGlhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5qTkhSeE9YTjNSUkFC"
564,하늘공원,마이클돈까스 상암본점,4.4,돈까스 전문식당,서울특별시 마포구 상암동 214-2, 11:00~ 2:30,"https://www.google.com/maps/place/%EB%A7%88%EC%9D%B4%ED%81%B4%EB%8F%88%EA%B9%8C%EC%8A%A4+%EC%83%81%EC%95%94%EB%B3%B8%EC%A0%90/@37.5719463,126.8858963,15.87z/data=!4m18!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDsg4HslZTrj5kgNDgyIO2VmOuKmOqzteybkA!3s0x357b4552b993615f:0xa96d9d254b05ae18!4m2!1d126.8856819!2d37.5677554!5m1!4e3!6e5!3m4!1s0x0:0xf91b8723c79ee28c!8m2!3d37.5784006!4d126.8896131"
565,하늘공원,김영섭 초밥,4.3,스시/초밥집,서울특별시 마포구 상암동 42-20, 11:30~ 10:00,"https://www.google.com/maps/place/%EA%B9%80%EC%98%81%EC%84%AD+%EC%B4%88%EB%B0%A5/@37.577611,126.8921394,17z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDsg4HslZTrj5kgNDgyIO2VmOuKmOqzteybkA!3s0x357b4552b993615f:0xa96d9d254b05ae18!4m2!1d126.8856819!2d37.5677554!5m1!4e3!6e5!3m5!1s0x357c99126a018cd9:0xdc93fca491e06334!8m2!3d37.5776112!4d126.8932985!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEQc3VzaGlfcmVzdGF1cmFudA"
566,하늘공원,피슈 마라홍탕 - 상암점 中餐厅,4.3,중국 음식점,"서울특별시 마포구 매봉산로 80 파크엠 1층 7,8호", 11:00~ 9:00,"https://www.google.com/maps/place/%ED%94%BC%EC%8A%88+%EB%A7%88%EB%9D%BC%ED%99%8D%ED%83%95+-+%EC%83%81%EC%95%94%EC%A0%90+%E4%B8%AD%E9%A4%90%E5%8E%85/@37.5759809,126.8915082,16.83z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDsg4HslZTrj5kgNDgyIO2VmOuKmOqzteybkA!3s0x357b4552b993615f:0xa96d9d254b05ae18!4m2!1d126.8856819!2d37.5677554!5m1!4e3!6e5!3m5!1s0x357c990e08aed043:0x63db4e6dff1847a!8m2!3d37.5787093!4d126.8944103!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgESY2hpbmVzZV9yZXN0YXVyYW50"
567,비자림,비자향,4.7,음식점,제주특별자치도 제주시 구좌읍 평대리 3204-4, 11:00~ 6:00,"https://www.google.com/maps/place/%EB%B9%84%EC%9E%90%ED%96%A5/@33.4842523,126.771117,13z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDqtazsoozsnY0g67mE7J6Q7Iiy6ri4IDU1IOu5hOyekOumvA!3s0x350d17330b2d9d17:0x7bedd232f66acd24!4m2!1d126.8064793!2d33.484272!3m5!1s0x350d1770dfcb0893:0xbcc435d8c278cb3d!8m2!3d33.496122!4d126.811353!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VOdE16azJObGwzRUFF"
568,비자림,비자숲길,4.1,음식점,제주시 특별자치도 제주시 구좌읍 비자숲길 15, 11:00~ 10:00,"https://www.google.com/maps/place/%EB%B9%84%EC%9E%90%EC%88%B2%EA%B8%B8/@33.4875119,126.7991211,15.33z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDqtazsoozsnY0g67mE7J6Q7Iiy6ri4IDU1IOu5hOyekOumvA!3s0x350d17330b2d9d17:0x7bedd232f66acd24!4m2!1d126.8064793!2d33.484272!3m5!1s0x350d177c5d9ec38b:0x57ca404be2a4d100!8m2!3d33.4953797!4d126.8119721!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
569,비자림,제주삼다장,4.3,음식점,"제주특별자치도 제주시 특별자치도, 구좌읍 비자숲길 15 KR", 11:00~ 10:00,"https://www.google.com/maps/place/%EC%A0%9C%EC%A3%BC%EC%82%BC%EB%8B%A4%EC%9E%A5/@33.4920927,126.8070913,16.58z/data=!4m15!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDqtazsoozsnY0g67mE7J6Q7Iiy6ri4IDU1IOu5hOyekOumvA!3s0x350d17330b2d9d17:0x7bedd232f66acd24!4m2!1d126.8064793!2d33.484272!3m4!1s0x0:0x9cc7b26340bd131!8m2!3d33.4912729!4d126.8108509"
570,비자림,모닥식탁,4.7,음식점,"제주특별자치도 제주시 특별자치도, 구좌읍 한동로 136 KR",,"https://www.google.com/maps/place/%EB%AA%A8%EB%8B%A5%EC%8B%9D%ED%83%81/@33.487863,126.7952529,13z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDqtazsoozsnY0g67mE7J6Q7Iiy6ri4IDU1IOu5hOyekOumvA!3s0x350d17330b2d9d17:0x7bedd232f66acd24!4m2!1d126.8064793!2d33.484272!3m5!1s0x350d17453d8fb8f7:0x6d32b243634b69f3!8m2!3d33.5309047!4d126.817385!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudA"
571,비자림,이런날엔,4.7,음식점,"한동리 1358-4 A동 2층, 구좌읍 제주시 제주특별자치도", 11:30~ 8:00,"https://www.google.com/maps/place/%EC%9D%B4%EB%9F%B0%EB%82%A0%EC%97%94/@33.4938443,126.7879398,13z/data=!4m16!1m9!2m8!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDqtazsoozsnY0g67mE7J6Q7Iiy6ri4IDU1IOu5hOyekOumvA!3s0x350d17330b2d9d17:0x7bedd232f66acd24!4m2!1d126.8064793!2d33.484272!3m5!1s0x350d163680ebb503:0x3fa4cb9bd1bbb91!8m2!3d33.5426284!4d126.8307507!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgEKcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSeGRsQlFUVzlCUlJBQg"
572,청계천,EL PLATO 엘쁠라또,4.1,스페인음식점,서울특별시 중구 세종대로 136,,"https://www.google.com/maps/place/EL+PLATO+%EC%97%98%EC%81%A0%EB%9D%BC%EB%98%90/@37.5685419,126.9777262,18.96z/data=!4m19!1m12!2m11!1z7J2M7Iud7KCQ!3m6!1z7J2M7Iud7KCQ!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssq3qs4TsspzroZwgMSDssq3qs4Tsspw!3s0x357ca2ece3930023:0xbd86fa6e88b74ed4!4m2!1d126.9786692!2d37.5691015!5m1!4e3!6e5!3m5!1s0x357ca2edac5a6b81:0xefee56e16ff367a6!8m2!3d37.5682457!4d126.9787298!15sCgnsnYzsi53soJBaCyIJ7J2M7Iud7KCQkgESc3BhbmlzaF9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU56YlY5TWEzTm5SUkFC"
