num,locate,name,rating,review,classfications,address,cost,url
271,송도구름산책로,부산비치관광호텔,4.0,252,2성급 호텔,,"₩56,632","https://www.google.com/maps/place/%EB%B6%80%EC%82%B0%EB%B9%84%EC%B9%98%EA%B4%80%EA%B4%91%ED%98%B8%ED%85%94/@35.0769707,129.0084524,15.17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z67aA7IKw6rSR7Jet7IucIOyEnOq1rCDslZTrgqjrj5kgMTI5LTQg7Iah64-E6rWs66aE7IKw7LGF66Gc!3s0x3568e85a76414681:0xbc8ebda63dca33a0!4m2!1d129.0230912!2d35.0754813!5m1!4e3!6e3!3m9!1s0x3568e9ab1a27a65b:0xc318042dfc71505d!5m2!4m1!1i2!8m2!3d35.0849718!4d129.0262431!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F1td_8kbg"
272,서귀포매일올레시장,호텔 DK,4.2,88,3성급 호텔,,"₩46,920","https://www.google.com/maps/place/%ED%98%B8%ED%85%94+DK/@33.2494374,126.5617327,17z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDspJHslZnroZw2MuuyiOq4uCAxOCDshJzqt4Dtj6zrp6TsnbzsmKzroIjsi5zsnqU!3s0x350c539daf0b3b41:0x29d14c5283c9656c!4m2!1d126.5639375!2d33.2494375!5m1!4e3!6e3!3m8!1s0x350c539c4b4ad499:0xfdeaf3d2ad89bb00!5m2!4m1!1i2!8m2!3d33.2494299!4d126.562213!16s%2Fg%2F11gxwnlg7q"
273,서귀포매일올레시장,호텔 케니 서귀포,4.0,591,3성급 호텔,"제주특별자치도 서귀포시 특별자치도, 동문로 42 KR","₩33,345","https://www.google.com/maps/place/%ED%98%B8%ED%85%94+%EC%BC%80%EB%8B%88+%EC%84%9C%EA%B7%80%ED%8F%AC/@33.2494374,126.5617327,17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDspJHslZnroZw2MuuyiOq4uCAxOCDshJzqt4Dtj6zrp6TsnbzsmKzroIjsi5zsnqU!3s0x350c539daf0b3b41:0x29d14c5283c9656c!4m2!1d126.5639375!2d33.2494375!5m1!4e3!6e3!3m9!1s0x350c5352ba3fc2f9:0xd57c5fd195fc6dc9!5m2!4m1!1i2!8m2!3d33.2502262!4d126.5651306!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11g0mv98fn"
274,서귀포매일올레시장,Mido Hostel,4.4,245,2성급 호텔,,"₩22,930","https://www.google.com/maps/place/Mido+Hostel/@33.2494374,126.5617327,17z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDspJHslZnroZw2MuuyiOq4uCAxOCDshJzqt4Dtj6zrp6TsnbzsmKzroIjsi5zsnqU!3s0x350c539daf0b3b41:0x29d14c5283c9656c!4m2!1d126.5639375!2d33.2494375!5m1!4e3!6e3!3m8!1s0x350c5377d69e8187:0x847cdc475d6afc93!5m2!4m1!1i2!8m2!3d33.2500221!4d126.5664603!16s%2Fg%2F11bc962fv3"
275,서귀포매일올레시장,버지니아호텔,4.0,49,2성급 호텔,제주특별자치도 서귀포시 중앙동 중정로61번길 31,"₩55,000","https://www.google.com/maps/place/%EB%B2%84%EC%A7%80%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/@33.2494374,126.5617327,17z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDspJHslZnroZw2MuuyiOq4uCAxOCDshJzqt4Dtj6zrp6TsnbzsmKzroIjsi5zsnqU!3s0x350c539daf0b3b41:0x29d14c5283c9656c!4m2!1d126.5639375!2d33.2494375!5m1!4e3!6e3!3m8!1s0x350c539c5c0a96f7:0xb00be7e58c840708!5m2!4m1!1i2!8m2!3d33.2506311!4d126.5624738!16s%2Fg%2F11dzddj0pl"
276,서귀포매일올레시장,Slow Citi Guesthouse-Hostel,4.6,183,2성급 호텔,,"₩30,495","https://www.google.com/maps/place/Slow+Citi+Guesthouse-Hostel/@33.2494374,126.5617327,17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDspJHslZnroZw2MuuyiOq4uCAxOCDshJzqt4Dtj6zrp6TsnbzsmKzroIjsi5zsnqU!3s0x350c539daf0b3b41:0x29d14c5283c9656c!4m2!1d126.5639375!2d33.2494375!5m1!4e3!6e3!3m9!1s0x350c539b8b7d7d45:0xf726b2abdd1d0948!5m2!4m1!1i2!8m2!3d33.2505946!4d126.5604655!15sCgbtmLjthZSSAQtndWVzdF9ob3VzZQ!16s%2Fg%2F1tr9l5hg"
277,여의도한강공원,글래드 여의도,4.2," 1,868",4성급 호텔,,"₩82,500","https://www.google.com/maps/place/%EA%B8%80%EB%9E%98%EB%93%9C+%EC%97%AC%EC%9D%98%EB%8F%84/@37.5284291,126.9155149,14z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjrj5nroZwgMzMwIOyXrOydmOuPhO2VnOqwleqzteybkA!3s0x357c9f3b03c4b7ef:0xa4d8869ebf8d452c!4m2!1d126.9330781!2d37.5284304!5m1!4e3!6e3!3m9!1s0x357c9f23edfc539d:0xed8dce700bbbac0a!5m2!4m1!1i2!8m2!3d37.5274046!4d126.9172758!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11b73rgqgq"
278,여의도한강공원,메리어트 이그제큐티브 아파트먼트 서울,4.2, 829,5성급 호텔,,"₩170,610","https://www.google.com/maps/place/%EB%A9%94%EB%A6%AC%EC%96%B4%ED%8A%B8+%EC%9D%B4%EA%B7%B8%EC%A0%9C%ED%81%90%ED%8B%B0%EB%B8%8C+%EC%95%84%ED%8C%8C%ED%8A%B8%EB%A8%BC%ED%8A%B8+%EC%84%9C%EC%9A%B8/@37.5284291,126.9155149,14z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjrj5nroZwgMzMwIOyXrOydmOuPhO2VnOqwleqzteybkA!3s0x357c9f3b03c4b7ef:0xa4d8869ebf8d452c!4m2!1d126.9330781!2d37.5284304!5m1!4e3!6e3!3m9!1s0x357c9f18fd0c87df:0x37fc20765502508!5m2!4m1!1i2!8m2!3d37.5213164!4d126.9184667!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F1tj98yjh"
279,여의도한강공원,콘래드 서울,4.4," 5,187",5성급 호텔,,"₩293,672","https://www.google.com/maps/place/%EC%BD%98%EB%9E%98%EB%93%9C+%EC%84%9C%EC%9A%B8/@37.5284291,126.9155149,14z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjrj5nroZwgMzMwIOyXrOydmOuPhO2VnOqwleqzteybkA!3s0x357c9f3b03c4b7ef:0xa4d8869ebf8d452c!4m2!1d126.9330781!2d37.5284304!5m1!4e3!6e3!3m9!1s0x357c9f3bedaef86d:0x870e91c402860ad2!5m2!4m1!1i2!8m2!3d37.525337!4d126.9265562!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11bwn5psz4"
280,여의도한강공원,페어몬트 앰배서더 서울,4.5, 323,5성급 호텔,,"₩283,933","https://www.google.com/maps/place/%ED%8E%98%EC%96%B4%EB%AA%AC%ED%8A%B8+%EC%95%B0%EB%B0%B0%EC%84%9C%EB%8D%94+%EC%84%9C%EC%9A%B8/@37.5284291,126.9155149,14z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjrj5nroZwgMzMwIOyXrOydmOuPhO2VnOqwleqzteybkA!3s0x357c9f3b03c4b7ef:0xa4d8869ebf8d452c!4m2!1d126.9330781!2d37.5284304!5m1!4e3!6e3!3m9!1s0x357c9fddeb4ec305:0xdce3954e5c8847de!5m2!4m1!1i2!8m2!3d37.5252562!4d126.929099!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11hkjvmxsp"
281,답다니탑망대,써니펜션,4.4,39,2성급 호텔,,"₩81,291","https://www.google.com/maps/place/%EC%8D%A8%EB%8B%88%ED%8E%9C%EC%85%98/@33.490148,126.9051119,13.87z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsmrDrj4TrqbQg7Jew7Y-J66asIOuLteuLpOuLiO2DkeunneuMgA!3s0x350d3ff85940596f:0xeb5341f488f9c35c!4m2!1d126.9525901!2d33.524757!5m1!4e3!6e3!3m8!1s0x350d1507934613d5:0x98aeadec50e536d!5m2!4m1!1i2!8m2!3d33.5010106!4d126.9120455!16s%2Fg%2F11b73nqnqp"
282,답다니탑망대,아모르하우스,4.3,63,2성급 호텔,,"₩47,499","https://www.google.com/maps/place/%EC%95%84%EB%AA%A8%EB%A5%B4%ED%95%98%EC%9A%B0%EC%8A%A4/@33.4884002,126.8853308,14.17z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsmrDrj4TrqbQg7Jew7Y-J66asIOuLteuLpOuLiO2DkeunneuMgA!3s0x350d3ff85940596f:0xeb5341f488f9c35c!4m2!1d126.9525901!2d33.524757!5m1!4e3!6e3!3m8!1s0x350d15a4e6291909:0x79934f6a59e9b1a4!5m2!4m1!1i2!8m2!3d33.5087803!4d126.901896!16s%2Fg%2F1q5bw1yg3"
283,답다니탑망대,크리스마스리조트,4.2,129,3성급 호텔,,"₩61,140","https://www.google.com/maps/place/%ED%81%AC%EB%A6%AC%EC%8A%A4%EB%A7%88%EC%8A%A4%EB%A6%AC%EC%A1%B0%ED%8A%B8/@33.4969588,126.8999134,14.54z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsmrDrj4TrqbQg7Jew7Y-J66asIOuLteuLpOuLiO2DkeunneuMgA!3s0x350d3ff85940596f:0xeb5341f488f9c35c!4m2!1d126.9525901!2d33.524757!5m1!4e3!6e3!3m8!1s0x350d15bbcabde771:0x8574a612d2f9a8a1!5m2!4m1!1i2!8m2!3d33.5088339!4d126.8996212!16s%2Fg%2F11fy56dvy5"
284,사라봉공원,하버호텔,4.0,234,3성급 호텔,제주특별자치도 제주시 임항로 260,"₩47,500","https://www.google.com/maps/place/%ED%95%98%EB%B2%84%ED%98%B8%ED%85%94/@33.5178121,126.5383412,16.17z/data=!4m19!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsgqzrnbzrtInrj5nquLggNzQg7IKs652867SJ6rO17JuQ!3s0x350ce340a4e0d605:0x8775e809b6c48bcd!4m2!1d126.5449135!2d33.5177405!5m1!4e3!6e3!3m5!1s0x350ce3443c8beb4b:0x23fef23577754f10!5m2!4m1!1i2!15sCgbtmLjthZSSAQVob3RlbA"
285,사라봉공원,마로호스텔,4.1,87,2성급 호텔,,"₩34,909","https://www.google.com/maps/place/%EB%A7%88%EB%A1%9C%ED%98%B8%EC%8A%A4%ED%85%94/@33.5177402,126.5361266,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsgqzrnbzrtInrj5nquLggNzQg7IKs652867SJ6rO17JuQ!3s0x350ce340a4e0d605:0x8775e809b6c48bcd!4m2!1d126.5449135!2d33.5177405!5m1!4e3!6e3!3m9!1s0x350ce349a5c1800f:0x1699141809cc5a73!5m2!4m1!1i2!8m2!3d33.5097665!4d126.5422922!15sCgbtmLjthZSSAQZob3N0ZWw!16s%2Fg%2F11b7vs7dcr"
286,사라봉공원,베드라디오 동문 BED RADIO Dongmoon,4.5,87,2성급 호텔,,"₩51,000","https://www.google.com/maps/place/%EB%B2%A0%EB%93%9C%EB%9D%BC%EB%94%94%EC%98%A4+%EB%8F%99%EB%AC%B8+BED+RADIO+Dongmoon/@33.510564,126.5227198,15z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsgqzrnbzrtInrj5nquLggNzQg7IKs652867SJ6rO17JuQ!3s0x350ce340a4e0d605:0x8775e809b6c48bcd!4m2!1d126.5449135!2d33.5177405!5m1!4e3!6e3!3m8!1s0x350ce342b96b04f1:0xef7cf2933f236530!5m2!4m1!1i2!8m2!3d33.5162362!4d126.5293962!16s%2Fg%2F11h0xkclmk"
287,사라봉공원,더 제이드 호텔,4.3,46,2성급 호텔,,"₩74,860","https://www.google.com/maps/place/%EB%8D%94+%EC%A0%9C%EC%9D%B4%EB%93%9C+%ED%98%B8%ED%85%94/@33.5119795,126.5296463,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsgqzrnbzrtInrj5nquLggNzQg7IKs652867SJ6rO17JuQ!3s0x350ce340a4e0d605:0x8775e809b6c48bcd!4m2!1d126.5449135!2d33.5177405!5m1!4e3!6e3!3m9!1s0x350ce356999a3a83:0xca5e839902f429bc!5m2!4m1!1i2!8m2!3d33.5138904!4d126.5267408!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11mvmvpm_9"
288,사라봉공원,라인호텔,4.4,85,3성급 호텔,,"₩48,997","https://www.google.com/maps/place/%EB%9D%BC%EC%9D%B8%ED%98%B8%ED%85%94/@33.5118364,126.5214495,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDsgqzrnbzrtInrj5nquLggNzQg7IKs652867SJ6rO17JuQ!3s0x350ce340a4e0d605:0x8775e809b6c48bcd!4m2!1d126.5449135!2d33.5177405!5m1!4e3!6e3!3m9!1s0x350cfcadf054a475:0xf19e52f34e0bd94d!5m2!4m1!1i2!8m2!3d33.502234!4d126.5332478!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11c1pg8921"
289,도두 무지개 해안도로,제이바다호텔,4.3,61,2성급 호텔,제주특별자치도 제주시 도두이동 1644-4,"₩48,000","https://www.google.com/maps/place/%EC%A0%9C%EC%9D%B4%EB%B0%94%EB%8B%A4%ED%98%B8%ED%85%94/@33.509022,126.4704408,17.04z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDrj4TrkZDsnbzrj5kgMjI4NyDrj4TrkZAg66y07KeA6rCcIO2VtOyViOuPhOuhnA!3s0x350cfba397f0daf7:0xa8f44e41b204e772!4m2!1d126.4722155!2d33.5092284!5m1!4e3!6e3!3m8!1s0x350cfaddcf63f78f:0x9ddd1a8faed76db9!5m2!4m1!1i2!8m2!3d33.5091403!4d126.4733987!16s%2Fg%2F11g8w9rn37"
290,도두 무지개 해안도로,길라임게스트하우스.펜션,4.4,101,2성급 호텔,,"₩132,830","https://www.google.com/maps/place/%EA%B8%B8%EB%9D%BC%EC%9E%84%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4.%ED%8E%9C%EC%85%98/@33.5092281,126.4634286,15z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDrj4TrkZDsnbzrj5kgMjI4NyDrj4TrkZAg66y07KeA6rCcIO2VtOyViOuPhOuhnA!3s0x350cfba397f0daf7:0xa8f44e41b204e772!4m2!1d126.4722155!2d33.5092284!5m1!4e3!6e3!3m8!1s0x350cfae7721da04b:0x31ea3891db073ecd!5m2!4m1!1i2!8m2!3d33.5068099!4d126.4722463!16s%2Fg%2F11b73qnr5p"
291,도두 무지개 해안도로,낭만제주펜션,4.0,40,2성급 호텔,제주특별자치도 제주시 도두일동 도두5길 23,"₩69,000","https://www.google.com/maps/place/%EB%82%AD%EB%A7%8C%EC%A0%9C%EC%A3%BC%ED%8E%9C%EC%85%98/@33.5092281,126.4634286,15z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDrj4TrkZDsnbzrj5kgMjI4NyDrj4TrkZAg66y07KeA6rCcIO2VtOyViOuPhOuhnA!3s0x350cfba397f0daf7:0xa8f44e41b204e772!4m2!1d126.4722155!2d33.5092284!5m1!4e3!6e3!3m8!1s0x350cfae6e53fc383:0xec28820356e462a8!5m2!4m1!1i2!8m2!3d33.5047009!4d126.4723563!16s%2Fg%2F11csf6z7kh"
292,도두 무지개 해안도로,팜파스호텔,4.1,76,3성급 호텔,,"₩59,300","https://www.google.com/maps/place/%ED%8C%9C%ED%8C%8C%EC%8A%A4%ED%98%B8%ED%85%94/@33.5092281,126.4634286,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDrj4TrkZDsnbzrj5kgMjI4NyDrj4TrkZAg66y07KeA6rCcIO2VtOyViOuPhOuhnA!3s0x350cfba397f0daf7:0xa8f44e41b204e772!4m2!1d126.4722155!2d33.5092284!5m1!4e3!6e3!3m9!1s0x350cfb33d135b43d:0x8822e9808f1fd9c9!5m2!4m1!1i2!8m2!3d33.5108295!4d126.4852691!15sCgbtmLjthZSSAQdsb2RnaW5n!16s%2Fg%2F11kf4cbjrc"
293,도두 무지개 해안도로,노벨리조트,4.4,40,2성급 호텔,,"₩84,763","https://www.google.com/maps/place/%EB%85%B8%EB%B2%A8%EB%A6%AC%EC%A1%B0%ED%8A%B8/@33.5092281,126.4634286,15z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOygnOyjvOyLnCDrj4TrkZDsnbzrj5kgMjI4NyDrj4TrkZAg66y07KeA6rCcIO2VtOyViOuPhOuhnA!3s0x350cfba397f0daf7:0xa8f44e41b204e772!4m2!1d126.4722155!2d33.5092284!5m1!4e3!6e3!3m8!1s0x350cfaedc3dcfcbb:0x70e400649107af08!5m2!4m1!1i2!8m2!3d33.5023838!4d126.4623946!16s%2Fg%2F1td_d_k4"
294,청풍호관광모노레일,청풍리조트,4.0,998,4성급 호텔,,"₩68,762","https://www.google.com/maps/place/%EC%B2%AD%ED%92%8D%EB%A6%AC%EC%A1%B0%ED%8A%B8/@36.9939567,128.1238086,13.71z/data=!4m20!1m9!2m8!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7LKt7ZKN7Zi46rSA6rSR66qo64W466CI7J28IDExNCwg64-E6rOh66asIOyyre2SjeuptCDsoJzsspzsi5wg7Lap7LKt67aB64-E!3s0x3564781720082c13:0x3edc160f3f30d955!4m2!1d128.1345196!2d37.0030453!3m9!1s0x3563883999afcf71:0x4ffd4226ba9a3f27!5m2!4m1!1i2!8m2!3d37.016586!4d128.1773078!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F12qgxvgst"
295,168계단,brown dot hotel business busan station,4.3,163,2성급 호텔,,"₩105,300","https://www.google.com/maps/place/brown+dot+hotel+business+busan+station/@35.1172382,129.0325935,15.87z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z67aA7IKw6rSR7Jet7IucIOuPmeq1rCDsmIHstIjquLggMTkxIDE2OOqzhOuLqA!3s0x3568e97df4e3a78b:0xf2fcf970d280d918!4m2!1d129.0354397!2d35.1171464!5m1!4e3!6e3!3m9!1s0x3568ebd7dfc336c7:0xf969cd5551139baf!5m2!4m1!1i2!8m2!3d35.1163456!4d129.0384766!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11f4wtxx9l"
296,168계단,부산역 디노호텔,4.2,265,3성급 호텔,,"₩36,603","https://www.google.com/maps/place/%EB%B6%80%EC%82%B0%EC%97%AD+%EB%94%94%EB%85%B8%ED%98%B8%ED%85%94/@35.1172642,129.0263814,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z67aA7IKw6rSR7Jet7IucIOuPmeq1rCDsmIHstIjquLggMTkxIDE2OOqzhOuLqA!3s0x3568e97df4e3a78b:0xf2fcf970d280d918!4m2!1d129.0354397!2d35.1171464!5m1!4e3!6e3!3m9!1s0x3568ebd7e24f0fdf:0x3e00ca54368a1053!5m2!4m1!1i2!8m2!3d35.1159156!4d129.0388334!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11dyny9rkc"
297,168계단,아스티호텔 부산,4.4,439,4성급 호텔,,"₩78,062","https://www.google.com/maps/place/%EC%95%84%EC%8A%A4%ED%8B%B0%ED%98%B8%ED%85%94+%EB%B6%80%EC%82%B0/@35.1172642,129.0263814,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z67aA7IKw6rSR7Jet7IucIOuPmeq1rCDsmIHstIjquLggMTkxIDE2OOqzhOuLqA!3s0x3568e97df4e3a78b:0xf2fcf970d280d918!4m2!1d129.0354397!2d35.1171464!5m1!4e3!6e3!3m9!1s0x3568ebd96f847d4f:0xfce924eb669df74!5m2!4m1!1i2!8m2!3d35.1159901!4d129.041765!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11h0m94__b"
298,168계단,파밀리에 게스트하우스 HOSTEL FAMILIE GUESTHOUSE,4.6,55,2성급 호텔,,"₩36,607","https://www.google.com/maps/place/%ED%8C%8C%EB%B0%80%EB%A6%AC%EC%97%90+%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4+HOSTEL+FAMILIE+GUESTHOUSE/@35.117486,129.0304451,15.58z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z67aA7IKw6rSR7Jet7IucIOuPmeq1rCDsmIHstIjquLggMTkxIDE2OOqzhOuLqA!3s0x3568e97df4e3a78b:0xf2fcf970d280d918!4m2!1d129.0354397!2d35.1171464!5m1!4e3!6e3!3m8!1s0x3568eb1a8b8af351:0x6291a9b054570328!5m2!4m1!1i2!8m2!3d35.1163938!4d129.0413037!16s%2Fg%2F11csrz8783"
299,168계단,인사이드부산,4.5,40,2성급 호텔,,"₩46,817","https://www.google.com/maps/place/%EC%9D%B8%EC%82%AC%EC%9D%B4%EB%93%9C%EB%B6%80%EC%82%B0/@35.1158554,129.0345566,16.75z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z67aA7IKw6rSR7Jet7IucIOuPmeq1rCDsmIHstIjquLggMTkxIDE2OOqzhOuLqA!3s0x3568e97df4e3a78b:0xf2fcf970d280d918!4m2!1d129.0354397!2d35.1171464!5m1!4e3!6e3!3m9!1s0x3568e97c6a2d8793:0x554a4580d73ff96d!5m2!4m1!1i2!8m2!3d35.1134538!4d129.0361887!15sCgbtmLjthZSSAQZob3N0ZWw!16s%2Fg%2F11byp878jj"
300,목포 갓바위 (천연기념물 제500호),VIP호텔,4.0,215,2성급 호텔,,"₩36,415","https://www.google.com/maps/place/VIP%ED%98%B8%ED%85%94/@34.7921329,126.4169747,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCE652864Ko64-EIOuqqe2PrOyLnCDsmqntlbTrj5kg7IKwODYtMjQg66qp7Y-sIOqwk-uwlOychCAo7LKc7Jew6riw64WQ66y8IOygnDUwMO2YuCk!3s0x3573babb4dbaae63:0x8041b9ab85baa21c!4m2!1d126.4257616!2d34.7921333!5m1!4e3!6e3!3m9!1s0x3573ba98742eef91:0xa1c09af40d9fbb09!5m2!4m1!1i2!8m2!3d34.7971624!4d126.4273301!15sCgbtmLjthZSSAQVsb2RnZQ!16s%2Fg%2F11f4wv407p"
301,목포 갓바위 (천연기념물 제500호),폰타나비치호텔,4.0,316,3성급 호텔,,"₩114,663","https://www.google.com/maps/place/%ED%8F%B0%ED%83%80%EB%82%98%EB%B9%84%EC%B9%98%ED%98%B8%ED%85%94/@34.7921329,126.4169747,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCE652864Ko64-EIOuqqe2PrOyLnCDsmqntlbTrj5kg7IKwODYtMjQg66qp7Y-sIOqwk-uwlOychCAo7LKc7Jew6riw64WQ66y8IOygnDUwMO2YuCk!3s0x3573babb4dbaae63:0x8041b9ab85baa21c!4m2!1d126.4257616!2d34.7921333!5m1!4e3!6e3!3m9!1s0x3573ba9f6af1a0a7:0xfc769a9d09879caa!5m2!4m1!1i2!8m2!3d34.796495!4d126.432445!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F1q5brlznd"
302,목포 갓바위 (천연기념물 제500호),마이모텔,4.1,62,2성급 호텔,전라남도 목포시 상동 877,"₩40,000","https://www.google.com/maps/place/%EB%A7%88%EC%9D%B4%EB%AA%A8%ED%85%94/@34.7921329,126.4169747,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCE652864Ko64-EIOuqqe2PrOyLnCDsmqntlbTrj5kg7IKwODYtMjQg66qp7Y-sIOqwk-uwlOychCAo7LKc7Jew6riw64WQ66y8IOygnDUwMO2YuCk!3s0x3573babb4dbaae63:0x8041b9ab85baa21c!4m2!1d126.4257616!2d34.7921333!5m1!4e3!6e3!3m9!1s0x3573ba9a6243765f:0x544ea7c42679f91a!5m2!4m1!1i2!8m2!3d34.8044393!4d126.4264986!15sCgbtmLjthZSSAQVtb3RlbA!16s%2Fg%2F1tfqcqb5"
303,용머리해안,오션힐스테이,4.1,49,2성급 호텔,,"₩55,000","https://www.google.com/maps/place/%EC%98%A4%EC%85%98%ED%9E%90%EC%8A%A4%ED%85%8C%EC%9D%B4/@33.2318467,126.3058541,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7KCc7KO87Yq567OE7J6Q7LmY64-EIOyEnOq3gO2PrOyLnCDslYjrjZXrqbQg7IKs6rOE66asIOyaqeuouOumrO2VtOyViA!3s0x350c4307a770e15b:0x5f8461d229ddab28!4m2!1d126.314641!2d33.231847!5m1!4e3!6e3!3m9!1s0x350c43018163d7a9:0xec4da1cdf789c3e7!5m2!4m1!1i2!8m2!3d33.2366996!4d126.3089373!15sCgbtmLjthZSSAQdsb2RnaW5n!16s%2Fg%2F11bbtl92mv"
