num,locate,name,rating,review,classfications,address,cost,url
83,문화비축기지,스탠포드 호텔 서울,4.0," 1,491",4성급 호텔,,"₩79,475","https://www.google.com/maps/place/%EC%8A%A4%ED%83%A0%ED%8F%AC%EB%93%9C+%ED%98%B8%ED%85%94+%EC%84%9C%EC%9A%B8/@37.5709856,126.8765688,14z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDshLHsgrDrj5kg7Kad7IKw66GcIDg3IOusuO2ZlOu5hOy2leq4sOyngA!3s0x357c993e02126637:0x4509f76bfcb5681!4m2!1d126.894132!2d37.5709869!5m1!4e3!6e3!3m9!1s0x357c996d8c3194f7:0xbac15165fe776514!5m2!4m1!1i2!8m2!3d37.5822609!4d126.8866664!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11cny1g18_"
84,문화비축기지,예포게스트하우스(YE4GUESTHOUSE),4.6, 38,2성급 호텔,,"₩69,494","https://www.google.com/maps/place/%EC%98%88%ED%8F%AC%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4(YE4GUESTHOUSE)/@37.5626855,126.8933916,14z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDshLHsgrDrj5kg7Kad7IKw66GcIDg3IOusuO2ZlOu5hOy2leq4sOyngA!3s0x357c993e02126637:0x4509f76bfcb5681!4m2!1d126.894132!2d37.5709869!5m1!4e3!6e3!3m9!1s0x357c98e51b248697:0xe8f5d43c8fdfe172!5m2!4m1!1i2!8m2!3d37.5675035!4d126.9196039!15sCgbtmLjthZSSAQtndWVzdF9ob3VzZQ!16s%2Fg%2F11b6dp9xrn"
85,문화비축기지,버즈네스트 게스트하우스 홍대,4.4, 122,2성급 호텔,,"₩19,974","https://www.google.com/maps/place/%EB%B2%84%EC%A6%88%EB%84%A4%EC%8A%A4%ED%8A%B8+%EA%B2%8C%EC%8A%A4%ED%8A%B8%ED%95%98%EC%9A%B0%EC%8A%A4+%ED%99%8D%EB%8C%80/@37.5606077,126.9194628,17.33z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDshLHsgrDrj5kg7Kad7IKw66GcIDg3IOusuO2ZlOu5hOy2leq4sOyngA!3s0x357c993e02126637:0x4509f76bfcb5681!4m2!1d126.894132!2d37.5709869!5m1!4e3!6e3!3m8!1s0x357c98e7d0df7487:0xc341ee41c21baff4!5m2!4m1!1i2!8m2!3d37.5611805!4d126.921448!16s%2Fg%2F1tp1wrj0"
86,문화비축기지,High street guest house hongdae,4.4, 46,2성급 호텔,,"₩26,000","https://www.google.com/maps/place/High+street+guest+house+hongdae/@37.5611482,126.9198947,16.92z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDshLHsgrDrj5kg7Kad7IKw66GcIDg3IOusuO2ZlOu5hOy2leq4sOyngA!3s0x357c993e02126637:0x4509f76bfcb5681!4m2!1d126.894132!2d37.5709869!5m1!4e3!6e3!3m9!1s0x357c994a4bc36b31:0xe195fda7b22685ed!5m2!4m1!1i2!8m2!3d37.560212!4d126.9221319!15sCgbtmLjthZSSAQtndWVzdF9ob3VzZQ!16s%2Fg%2F11gjt47rt1"
87,문화비축기지,아만티 호텔 서울,4.2," 1,101",4성급 호텔,,"₩73,040","https://www.google.com/maps/place/%EC%95%84%EB%A7%8C%ED%8B%B0+%ED%98%B8%ED%85%94+%EC%84%9C%EC%9A%B8/@37.5575405,126.91163,15.04z/data=!4m19!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOuniO2PrOq1rCDshLHsgrDrj5kg7Kad7IKw66GcIDg3IOusuO2ZlOu5hOy2leq4sOyngA!3s0x357c993e02126637:0x4509f76bfcb5681!4m2!1d126.894132!2d37.5709869!5m1!4e3!6e3!3m5!1s0x357c991a46e592ed:0xd00c5b8d5da76dcf!5m2!4m1!1i2!15sCgbtmLjthZSSAQVob3RlbA"
88,인천 차이나타운,베스트 웨스턴 하버파크,4.1,916,4성급 호텔,,"₩71,400","https://www.google.com/maps/place/%EB%B2%A0%EC%8A%A4%ED%8A%B8+%EC%9B%A8%EC%8A%A4%ED%84%B4+%ED%95%98%EB%B2%84%ED%8C%8C%ED%81%AC/@37.4755705,126.6086103,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7J247LKc6rSR7Jet7IucIOykkeq1rCDrtoHshLHrj5kg7J247LKcIOywqOydtOuCmO2DgOyatA!3s0x357b789af07d8fd7:0x97f43442e51633c9!4m2!1d126.6173972!2d37.4755709!5m1!4e3!6e3!3m9!1s0x357b7be6135a4861:0x2e3032f9727ca625!5m2!4m1!1i2!8m2!3d37.4720205!4d126.6193467!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F1tf55t9q"
89,인천 차이나타운,스텔라 마리스 호텔,4.2,78,2성급 호텔,인천광역시 중구 반달로3번길 16,"₩40,000","https://www.google.com/maps/place/%EC%8A%A4%ED%85%94%EB%9D%BC+%EB%A7%88%EB%A6%AC%EC%8A%A4+%ED%98%B8%ED%85%94/@37.4723673,126.6042258,15z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7J247LKc6rSR7Jet7IucIOykkeq1rCDrtoHshLHrj5kg7J247LKcIOywqOydtOuCmO2DgOyatA!3s0x357b789af07d8fd7:0x97f43442e51633c9!4m2!1d126.6173972!2d37.4755709!5m1!4e3!6e3!3m8!1s0x357b827b6ef88111:0xf624381e48e9ad18!5m2!4m1!1i2!8m2!3d37.4769548!4d126.6004506!16s%2Fg%2F11gghdgzc3"
90,인천 차이나타운,인천 호텔 블루마린,4.2,62,2성급 호텔,인천광역시 중구 월미로 234,"₩50,000","https://www.google.com/maps/place/%EC%9D%B8%EC%B2%9C+%ED%98%B8%ED%85%94+%EB%B8%94%EB%A3%A8%EB%A7%88%EB%A6%B0/@37.4734589,126.6011001,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7J247LKc6rSR7Jet7IucIOykkeq1rCDrtoHshLHrj5kg7J247LKcIOywqOydtOuCmO2DgOyatA!3s0x357b789af07d8fd7:0x97f43442e51633c9!4m2!1d126.6173972!2d37.4755709!5m1!4e3!6e3!3m9!1s0x357b828851e2408f:0xde4af4cab52df3da!5m2!4m1!1i2!8m2!3d37.4754541!4d126.5981895!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11gf8gp4jq"
91,인천 차이나타운,호텔원티드 (HOTEL WANTED),4.2,266,3성급 호텔,,"₩67,320","https://www.google.com/maps/place/%ED%98%B8%ED%85%94%EC%9B%90%ED%8B%B0%EB%93%9C+(HOTEL+WANTED)/@37.4877855,126.6165682,13.71z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7J247LKc6rSR7Jet7IucIOykkeq1rCDrtoHshLHrj5kg7J247LKcIOywqOydtOuCmO2DgOyatA!3s0x357b789af07d8fd7:0x97f43442e51633c9!4m2!1d126.6173972!2d37.4755709!5m1!4e3!6e3!3m9!1s0x357b7f7101a7bd93:0xc0e9cb389bc333f7!5m2!4m1!1i2!8m2!3d37.508228!4d126.6451335!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11gj5vxdjy"
92,인천 차이나타운,Sea & Moon Tourist Hotel,4.3,140,3성급 호텔,,"₩58,484","https://www.google.com/maps/place/Sea+%26+Moon+Tourist+Hotel/@37.4725472,126.5984034,16.54z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7J247LKc6rSR7Jet7IucIOykkeq1rCDrtoHshLHrj5kg7J247LKcIOywqOydtOuCmO2DgOyatA!3s0x357b789af07d8fd7:0x97f43442e51633c9!4m2!1d126.6173972!2d37.4755709!5m1!4e3!6e3!3m9!1s0x357b8262bc7bb747:0xcce137d64438ceef!5m2!4m1!1i2!8m2!3d37.4735756!4d126.5980916!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11f3x5bs4c"
93,남대문시장,호텔 그레이스리 서울,4.3, 509,4성급 호텔,,"₩64,217","https://www.google.com/maps/place/%ED%98%B8%ED%85%94+%EA%B7%B8%EB%A0%88%EC%9D%B4%EC%8A%A4%EB%A6%AC+%EC%84%9C%EC%9A%B8/@37.5593912,126.9761296,17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrgqjrjIDrrLjsi5zsnqU06ri4IDIxIOuCqOuMgOusuOyLnOyepQ!3s0x357ca2f516e5887d:0xcd371b16a3ec2061!4m2!1d126.9776692!2d37.5591786!5m1!4e3!6e3!3m9!1s0x357ca2f4a2cbea21:0x8463dda65aea440e!5m2!4m1!1i2!8m2!3d37.5616153!4d126.9768611!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11c5xkq2ks"
94,남대문시장,티마크 그랜드 호텔 명동,4.3," 2,280",4성급 호텔,,"₩62,449","https://www.google.com/maps/place/%ED%8B%B0%EB%A7%88%ED%81%AC+%EA%B7%B8%EB%9E%9C%EB%93%9C+%ED%98%B8%ED%85%94+%EB%AA%85%EB%8F%99/@37.5591785,126.9754644,17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrgqjrjIDrrLjsi5zsnqU06ri4IDIxIOuCqOuMgOusuOyLnOyepQ!3s0x357ca2f516e5887d:0xcd371b16a3ec2061!4m2!1d126.9776692!2d37.5591786!5m1!4e3!6e3!3m9!1s0x357ca2f5a11d2415:0x6b6dae84762d0ed8!5m2!4m1!1i2!8m2!3d37.5583664!4d126.9786092!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11cn9gn0jz"
95,남대문시장,ENA스위트호텔,4.4, 661,3성급 호텔,,"₩67,198","https://www.google.com/maps/place/ENA%EC%8A%A4%EC%9C%84%ED%8A%B8%ED%98%B8%ED%85%94/@37.5597229,126.9733079,17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrgqjrjIDrrLjsi5zsnqU06ri4IDIxIOuCqOuMgOusuOyLnOyepQ!3s0x357ca2f516e5887d:0xcd371b16a3ec2061!4m2!1d126.9776692!2d37.5591786!5m1!4e3!6e3!3m9!1s0x357ca28b6b3a47c3:0xa7f65bdc28c3a4ad!5m2!4m1!1i2!8m2!3d37.5622611!4d126.9738737!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11gf09jxj5"
96,남대문시장,대영호텔,4.3, 139,3성급 호텔,,"₩35,035","https://www.google.com/maps/place/%EB%8C%80%EC%98%81%ED%98%B8%ED%85%94/@37.5591785,126.9754644,17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrgqjrjIDrrLjsi5zsnqU06ri4IDIxIOuCqOuMgOusuOyLnOyepQ!3s0x357ca2f516e5887d:0xcd371b16a3ec2061!4m2!1d126.9776692!2d37.5591786!5m1!4e3!6e3!3m9!1s0x357ca2f5ce1fa163:0xb04ccdfe747617e1!5m2!4m1!1i2!8m2!3d37.5583409!4d126.9803513!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11g7zthpsx"
97,남대문시장,알로프트 서울 명동,4.4, 879,4성급 호텔,,"₩99,000","https://www.google.com/maps/place/%EC%95%8C%EB%A1%9C%ED%94%84%ED%8A%B8+%EC%84%9C%EC%9A%B8+%EB%AA%85%EB%8F%99/@37.559961,126.9785972,17z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOykkeq1rCDrgqjrjIDrrLjsi5zsnqU06ri4IDIxIOuCqOuMgOusuOyLnOyepQ!3s0x357ca2f516e5887d:0xcd371b16a3ec2061!4m2!1d126.9776692!2d37.5591786!5m1!4e3!6e3!3m8!1s0x357ca2f171805e91:0xdd1ab3761bde009!5m2!4m1!1i2!8m2!3d37.5623191!4d126.9817883!16s%2Fg%2F11dxdc61dz"
98,감천문화마을,호텔 마르쉐,4.1,138,2성급 호텔,,"₩48,736","https://www.google.com/maps/place/%ED%98%B8%ED%85%94+%EB%A7%88%EB%A5%B4%EC%89%90/@35.0979182,129.0196121,15.87z/data=!4m21!1m11!2m10!1z7Zi47YWU!3m5!2z6rCQ7LKc66y47ZmU66eI7J2E!3s0x3568e9b7a3113a51:0x977e01d7224cf6a3!4m2!1d129.0105924!2d35.0973904!5m1!4e3!6e3!3m8!1s0x3568e9a19fd652eb:0xe4ca1771772a5e94!5m2!4m1!1i2!8m2!3d35.1001741!4d129.0252507!16s%2Fg%2F11c6cxbxlh"
99,감천문화마을,호텔그레이남포,4.4,142,2성급 호텔,,"₩34,400","https://www.google.com/maps/place/%ED%98%B8%ED%85%94%EA%B7%B8%EB%A0%88%EC%9D%B4%EB%82%A8%ED%8F%AC/@35.1003319,129.022563,16.17z/data=!4m22!1m11!2m10!1z7Zi47YWU!3m5!2z6rCQ7LKc66y47ZmU66eI7J2E!3s0x3568e9b7a3113a51:0x977e01d7224cf6a3!4m2!1d129.0105924!2d35.0973904!5m1!4e3!6e3!3m9!1s0x3568e99f4c0d51c9:0x67a893e37d10e113!5m2!4m1!1i2!8m2!3d35.1037334!4d129.0244219!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11c749d95w"
100,감천문화마을,남포하운드호텔프리미어,4.3,270,3성급 호텔,,"₩53,088","https://www.google.com/maps/place/%EB%82%A8%ED%8F%AC%ED%95%98%EC%9A%B4%EB%93%9C%ED%98%B8%ED%85%94%ED%94%84%EB%A6%AC%EB%AF%B8%EC%96%B4/@35.0970868,129.0218671,16.33z/data=!4m22!1m11!2m10!1z7Zi47YWU!3m5!2z6rCQ7LKc66y47ZmU66eI7J2E!3s0x3568e9b7a3113a51:0x977e01d7224cf6a3!4m2!1d129.0105924!2d35.0973904!5m1!4e3!6e3!3m9!1s0x3568e968edb403dd:0xa181f354a737d9cf!5m2!4m1!1i2!8m2!3d35.0990945!4d129.0252265!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11g0mv8hnv"
101,감천문화마을,스탠포드 인 부산,4.2,557,2성급 호텔,,"₩51,000","https://www.google.com/maps/place/%EC%8A%A4%ED%83%A0%ED%8F%AC%EB%93%9C+%EC%9D%B8+%EB%B6%80%EC%82%B0/@35.0975789,129.023576,16.42z/data=!4m22!1m11!2m10!1z7Zi47YWU!3m5!2z6rCQ7LKc66y47ZmU66eI7J2E!3s0x3568e9b7a3113a51:0x977e01d7224cf6a3!4m2!1d129.0105924!2d35.0973904!5m1!4e3!6e3!3m9!1s0x3568e90a7a9133c7:0x5dfe37d1612b878f!5m2!4m1!1i2!8m2!3d35.0979511!4d129.0298896!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11dfgswlp3"
102,감천문화마을,K-Guesthouse Premium Nampo,4.3,234,2성급 호텔,,"₩32,256","https://www.google.com/maps/place/K-Guesthouse+Premium+Nampo/@35.0987294,129.0244783,16.37z/data=!4m21!1m11!2m10!1z7Zi47YWU!3m5!2z6rCQ7LKc66y47ZmU66eI7J2E!3s0x3568e9b7a3113a51:0x977e01d7224cf6a3!4m2!1d129.0105924!2d35.0973904!5m1!4e3!6e3!3m8!1s0x3568e90b123bfad5:0x70bc3476ec870bdb!5m2!4m1!1i2!8m2!3d35.0979687!4d129.0330224!16s%2Fg%2F11c5_3df1q"
103,광장시장,오라카이대학로호텔,4.5, 371,4성급 호텔,,"₩77,560","https://www.google.com/maps/place/%EC%98%A4%EB%9D%BC%EC%B9%B4%EC%9D%B4%EB%8C%80%ED%95%99%EB%A1%9C%ED%98%B8%ED%85%94/@37.5695696,126.9957891,15.87z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgODgg6rSR7J6l7Iuc7J6l!3s0x357ca2ed7e74759b:0xd656a34831089f44!4m2!1d126.9993404!2d37.5701527!5m1!4e3!6e3!3m9!1s0x357ca386616b6803:0x347494a591868b3a!5m2!4m1!1i2!8m2!3d37.575633!4d126.998587!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11h4y2j4zh"
104,광장시장,그리드인,4.5, 209,2성급 호텔,,"₩43,394","https://www.google.com/maps/place/%EA%B7%B8%EB%A6%AC%EB%93%9C%EC%9D%B8/@37.5701523,126.9905535,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgODgg6rSR7J6l7Iuc7J6l!3s0x357ca2ed7e74759b:0xd656a34831089f44!4m2!1d126.9993404!2d37.5701527!5m1!4e3!6e3!3m9!1s0x357ca2e731e7f6c7:0xde24e53863f8940f!5m2!4m1!1i2!8m2!3d37.5696763!4d126.9912913!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11c5_9cpjs"
105,광장시장,노보텔 앰배서더 서울 동대문,4.4," 1,519",5성급 호텔,,"₩104,499","https://www.google.com/maps/place/%EB%85%B8%EB%B3%B4%ED%85%94+%EC%95%B0%EB%B0%B0%EC%84%9C%EB%8D%94+%EC%84%9C%EC%9A%B8+%EB%8F%99%EB%8C%80%EB%AC%B8/@37.5699539,126.999851,16.21z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgODgg6rSR7J6l7Iuc7J6l!3s0x357ca2ed7e74759b:0xd656a34831089f44!4m2!1d126.9993404!2d37.5701527!5m1!4e3!6e3!3m9!1s0x357ca32270d4fff7:0xd4c80170851a1430!5m2!4m1!1i2!8m2!3d37.5661588!4d127.0042585!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11g1nnhrlw"
106,광장시장,나인트리 호텔 동대문,4.7, 180,3성급 호텔,,"₩44,226","https://www.google.com/maps/place/%EB%82%98%EC%9D%B8%ED%8A%B8%EB%A6%AC+%ED%98%B8%ED%85%94+%EB%8F%99%EB%8C%80%EB%AC%B8/@37.5692086,126.9964234,15.92z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgODgg6rSR7J6l7Iuc7J6l!3s0x357ca2ed7e74759b:0xd656a34831089f44!4m2!1d126.9993404!2d37.5701527!5m1!4e3!6e3!3m9!1s0x357ca3d40390cd0d:0x4dd5069380742931!5m2!4m1!1i2!8m2!3d37.5666212!4d127.0029885!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11hf40p6wy"
107,광장시장,글루호텔,4.7, 161,1성급 호텔,,"₩44,967","https://www.google.com/maps/place/%EA%B8%80%EB%A3%A8%ED%98%B8%ED%85%94/@37.5682274,126.9943205,15.58z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgODgg6rSR7J6l7Iuc7J6l!3s0x357ca2ed7e74759b:0xd656a34831089f44!4m2!1d126.9993404!2d37.5701527!5m1!4e3!6e3!3m9!1s0x357ca32f612fd833:0x9506fc7919492402!5m2!4m1!1i2!8m2!3d37.5756861!4d127.004005!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11fnz2pgwn"
108,창경궁,오라카이대학로호텔,4.5,371,4성급 호텔,,"₩77,560","https://www.google.com/maps/place/%EC%98%A4%EB%9D%BC%EC%B9%B4%EC%9D%B4%EB%8C%80%ED%95%99%EB%A1%9C%ED%98%B8%ED%85%94/@37.5768789,126.9949565,16.46z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgMTg1IOywveqyveq2gQ!3s0x357ca2d63cdfd837:0x4ae06b4de851f3cf!4m2!1d126.9948698!2d37.5787708!5m1!4e3!6e3!3m9!1s0x357ca386616b6803:0x347494a591868b3a!5m2!4m1!1i2!8m2!3d37.5756319!4d126.998587!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11h4y2j4zh"
109,창경궁,글루호텔,4.7,161,1성급 호텔,,"₩44,967","https://www.google.com/maps/place/%EA%B8%80%EB%A3%A8%ED%98%B8%ED%85%94/@37.5794163,126.9961807,16.25z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgMTg1IOywveqyveq2gQ!3s0x357ca2d63cdfd837:0x4ae06b4de851f3cf!4m2!1d126.9948698!2d37.5787708!5m1!4e3!6e3!3m9!1s0x357ca32f612fd833:0x9506fc7919492402!5m2!4m1!1i2!8m2!3d37.5756872!4d127.004005!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11fnz2pgwn"
110,창경궁,Hostel Tommy,4.6,75,2성급 호텔,,"₩40,001","https://www.google.com/maps/place/Hostel+Tommy/@37.5743457,126.9917411,15.58z/data=!4m22!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgMTg1IOywveqyveq2gQ!3s0x357ca2d63cdfd837:0x4ae06b4de851f3cf!4m2!1d126.9948698!2d37.5787708!5m1!4e3!6e3!3m8!1s0x357ca2dc18643cc1:0xaf4674a45930470f!5m2!4m1!1i2!8m2!3d37.574383!4d126.9911814!16s%2Fg%2F11gbpspq34"
111,창경궁,그리드인,4.5,209,2성급 호텔,,"₩43,394","https://www.google.com/maps/place/%EA%B7%B8%EB%A6%AC%EB%93%9C%EC%9D%B8/@37.5733314,126.9889074,16.17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgMTg1IOywveqyveq2gQ!3s0x357ca2d63cdfd837:0x4ae06b4de851f3cf!4m2!1d126.9948698!2d37.5787708!5m1!4e3!6e3!3m9!1s0x357ca2e731e7f6c7:0xde24e53863f8940f!5m2!4m1!1i2!8m2!3d37.5696763!4d126.9912927!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11c5_9cpjs"
112,창경궁,통통쁘띠호텔,4.6,36,3성급 호텔,,"₩58,050","https://www.google.com/maps/place/%ED%86%B5%ED%86%B5%EC%81%98%EB%9D%A0%ED%98%B8%ED%85%94/@37.5734615,126.990102,17z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyiheuhnOq1rCDssL3qsr3qtoHroZwgMTg1IOywveqyveq2gQ!3s0x357ca2d63cdfd837:0x4ae06b4de851f3cf!4m2!1d126.9948698!2d37.5787708!5m1!4e3!6e3!3m9!1s0x357ca2de82c02c6b:0x6cb281290b190a3d!5m2!4m1!1i2!8m2!3d37.5734615!4d126.9918392!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11gxsfr42d"
113,여의도공원,글래드 여의도,4.2," 1,868",4성급 호텔,,"₩82,500","https://www.google.com/maps/place/%EA%B8%80%EB%9E%98%EB%93%9C+%EC%97%AC%EC%9D%98%EB%8F%84/@37.5254153,126.9127288,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjqs7Xsm5DroZwgNjgg7Jes7J2Y64-E6rO17JuQ!3s0x357c9f227cb7d1c1:0x106cea0f2a17ac4e!4m2!1d126.9215157!2d37.5254157!5m1!4e3!6e3!3m9!1s0x357c9f23edfc539d:0xed8dce700bbbac0a!5m2!4m1!1i2!8m2!3d37.5274046!4d126.9172758!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11b73rgqgq"
114,여의도공원,메리어트 이그제큐티브 아파트먼트 서울,4.2, 829,5성급 호텔,,"₩170,610","https://www.google.com/maps/place/%EB%A9%94%EB%A6%AC%EC%96%B4%ED%8A%B8+%EC%9D%B4%EA%B7%B8%EC%A0%9C%ED%81%90%ED%8B%B0%EB%B8%8C+%EC%95%84%ED%8C%8C%ED%8A%B8%EB%A8%BC%ED%8A%B8+%EC%84%9C%EC%9A%B8/@37.5254153,126.9127288,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjqs7Xsm5DroZwgNjgg7Jes7J2Y64-E6rO17JuQ!3s0x357c9f227cb7d1c1:0x106cea0f2a17ac4e!4m2!1d126.9215157!2d37.5254157!5m1!4e3!6e3!3m9!1s0x357c9f18fd0c87df:0x37fc20765502508!5m2!4m1!1i2!8m2!3d37.5213143!4d126.9184667!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F1tj98yjh"
115,여의도공원,페어몬트 앰배서더 서울,4.5, 323,5성급 호텔,,"₩283,933","https://www.google.com/maps/place/%ED%8E%98%EC%96%B4%EB%AA%AC%ED%8A%B8+%EC%95%B0%EB%B0%B0%EC%84%9C%EB%8D%94+%EC%84%9C%EC%9A%B8/@37.5254153,126.9127288,15z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjqs7Xsm5DroZwgNjgg7Jes7J2Y64-E6rO17JuQ!3s0x357c9f227cb7d1c1:0x106cea0f2a17ac4e!4m2!1d126.9215157!2d37.5254157!5m1!4e3!6e3!3m9!1s0x357c9fddeb4ec305:0xdce3954e5c8847de!5m2!4m1!1i2!8m2!3d37.5252583!4d126.9291016!15sCgbtmLjthZSSAQVob3RlbA!16s%2Fg%2F11hkjvmxsp"
116,여의도공원,하이서울유스호스텔,4.1, 397,2성급 호텔,,"₩55,473","https://www.google.com/maps/place/%ED%95%98%EC%9D%B4%EC%84%9C%EC%9A%B8%EC%9C%A0%EC%8A%A4%ED%98%B8%EC%8A%A4%ED%85%94/@37.5186417,126.9037498,15.58z/data=!4m23!1m12!2m11!1z7Zi47YWU!3m6!1z7Zi47YWU!2z7ISc7Jq47Yq567OE7IucIOyYgeuTse2PrOq1rCDsl6zsnZjqs7Xsm5DroZwgNjgg7Jes7J2Y64-E6rO17JuQ!3s0x357c9f227cb7d1c1:0x106cea0f2a17ac4e!4m2!1d126.9215157!2d37.5254157!5m1!4e3!6e3!3m9!1s0x357c9ee6f5a91d0b:0x4c0ce27cfb3a708e!5m2!4m1!1i2!8m2!3d37.525671!4d126.9031754!15sCgbtmLjthZSSAQZob3N0ZWw!16s%2Fg%2F11b73nt7lb"
